09,34,33,Send,UserID:0,bAssID=181,
09,34,35,Reply,UserId=0,bAssID=1,    ///用户同意		 
09,35,55,Send,UserID:0,bAssID=181,
09,35,55,Send,UserID:1,bAssID=181,
09,35,57,Reply,UserId=1,bAssID=1,    ///用户同意		 
09,36,36,Send,UserID:0,bAssID=181,
09,36,36,Send,UserID:1,bAssID=181,
09,36,36,Send,UserID:2,bAssID=181,
09,36,38,Reply,UserId=2,bAssID=1,    ///用户同意		 
09,36,38,Send,UserID:0,bAssID=120,	//升级游戏开始	   
09,36,38,Send,UserID:1,bAssID=120,	//升级游戏开始	   
09,36,38,Send,UserID:2,bAssID=120,	//升级游戏开始	   
09,36,38,Send,UserID:0,bAssID=170,	//通知客户端票分							
09,36,38,Send,UserID:1,bAssID=170,	//通知客户端票分							
09,36,38,Send,UserID:2,bAssID=170,	//通知客户端票分							
09,37,10,Reply,UserId=0,bAssID=166,	//漂分请求//漂分回复					   
09,37,10,Send,UserID:0,bAssID=166,	//漂分请求//漂分回复					   
09,37,10,Send,UserID:1,bAssID=166,	//漂分请求//漂分回复					   
09,37,10,Send,UserID:2,bAssID=166,	//漂分请求//漂分回复					   
09,37,12,Reply,UserId=1,bAssID=166,	//漂分请求//漂分回复					   
09,37,12,Send,UserID:0,bAssID=166,	//漂分请求//漂分回复					   
09,37,12,Send,UserID:1,bAssID=166,	//漂分请求//漂分回复					   
09,37,12,Send,UserID:2,bAssID=166,	//漂分请求//漂分回复					   
09,38,04,Reply,UserId=2,bAssID=166,	//漂分请求//漂分回复					   
09,38,04,Send,UserID:0,bAssID=166,	//漂分请求//漂分回复					   
09,38,04,Send,UserID:1,bAssID=166,	//漂分请求//漂分回复					   
09,38,04,Send,UserID:2,bAssID=166,	//漂分请求//漂分回复					   
09,38,05,Send,UserID:0,bAssID=121,	//确定至筛子点数	  
09,38,05,Send,UserID:1,bAssID=121,	//确定至筛子点数	  
09,38,05,Send,UserID:2,bAssID=121,	//确定至筛子点数	  
09,38,08,Send,UserID:0,bAssID=122,	//发牌消息			 
09,38,08,Send,UserID:1,bAssID=122,	//发牌消息			 
09,38,08,Send,UserID:2,bAssID=122,	//发牌消息			 
09,38,09,Send,UserID:0,bAssID=123,	//通知开始出牌	   
09,38,09,Send,UserID:1,bAssID=123,	//通知开始出牌	   
09,38,09,Send,UserID:2,bAssID=123,	//通知开始出牌	   
09,38,19,Reply,UserId=0,bAssID=125,	//玩家出牌			 
09,38,19,Send,UserID:0,bAssID=126,	//玩家出牌结果 	   
09,38,19,Send,UserID:1,bAssID=126,	//玩家出牌结果 	   
09,38,19,Send,UserID:2,bAssID=126,	//玩家出牌结果 	   
09,38,19,Send,UserID:0,bAssID=127,	//抓牌			   
09,38,19,Send,UserID:1,bAssID=127,	//抓牌			   
