08, 10, 42, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 43, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 43, 房间00, 密码, 00040030, 00, 00, 游戏状态, 25, 用户进入, 0
08, 10, 44, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 45, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 46, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 47, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 48, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 49, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 50, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 51, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 52, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 53, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 54, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 55, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 56, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 57, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 58, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 10, 59, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 11, 00, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
08, 11, 11, 房间01, 密码, 00000000, 00, 00, 		游戏状态, 1, 定时器, 49, 
08, 11, 11, 房间01, 密码, 00040030, 00, 00, 游戏状态, 1, 用户进入, 0
08, 11, 12, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
08, 11, 13, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
08, 11, 14, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
08, 11, 15, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
08, 11, 16, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
08, 11, 17, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
08, 11, 18, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
08, 11, 19, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 22, 27, 房间00, 密码, 00040030, 00, 00, 游戏状态, 25, 用户进入, 0
10, 22, 28, 房间00, 密码, 00040030, 00, 00, 游戏状态, 25, 用户进入, 1
10, 22, 28, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 22, 29, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 22, 30, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 22, 31, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 22, 32, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 22, 33, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 22, 34, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 22, 35, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 22, 36, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 22, 37, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 22, 38, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 22, 39, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 22, 40, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 22, 41, 房间00, 密码, 00040030, 00, 00, 游戏状态, 24, 服务器, 游戏开始				
10, 22, 43, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
10, 22, 44, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
10, 22, 45, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
10, 22, 45, 房间00, 密码, 00040030, 00, 00, 游戏状态, 22, 服务器, 发牌完成		   		
10, 22, 45, 房间00, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
10, 22, 46, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 48, 
10, 22, 56, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
10, 23, 24, 房间00, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
10, 23, 24, 房间00, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x14[1]=0x27[2]=0x25}, byUpCard{[0]=0x13[1]=0x23}, iShape=0
10, 23, 28, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 23, 29, 房间01, 密码, 00040030, 00, 00, 游戏状态, 1, 用户进入, 0
10, 23, 29, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 23, 30, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 23, 31, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 23, 32, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 23, 33, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 23, 34, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 23, 34, 房间01, 密码, 00040030, 00, 00, 游戏状态, 1, 用户进入, 1
10, 23, 35, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 23, 35, 房间01, 密码, 00040030, 00, 00, 游戏状态, 24, 服务器, 游戏开始				
10, 23, 37, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
10, 23, 38, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
10, 23, 39, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
10, 23, 39, 房间01, 密码, 00040030, 00, 00, 游戏状态, 22, 服务器, 发牌完成		   		
10, 23, 39, 房间01, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
10, 23, 40, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 48, 
10, 23, 43, 房间00, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
10, 23, 43, 房间00, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x34[1]=0x07[2]=0x06}, byUpCard{[0]=0x0D[1]=0x3D}, iShape=2
10, 23, 44, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
10, 23, 44, 房间00, 密码, 00040030, 00, 00, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=1[1]=-1[2]=0[3]=0[4]=0[5]=0
10, 23, 45, 房间01, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
10, 23, 45, 房间01, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x03[1]=0x3D[2]=0x04}, byUpCard{[0]=0x3B[1]=0x22}, iShape=3
10, 23, 45, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 23, 46, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 23, 47, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 23, 48, 房间00, 密码, 00040030, 00, 00, 游戏状态, 24, 服务器, 游戏开始				
10, 23, 49, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
10, 23, 50, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
10, 23, 50, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
10, 23, 52, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
10, 23, 52, 房间00, 密码, 00040030, 00, 00, 游戏状态, 22, 服务器, 发牌完成		   		
10, 23, 52, 房间00, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
10, 23, 53, 房间01, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
10, 23, 53, 房间01, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x1D[1]=0x26[2]=0x13}, byUpCard{[0]=0x0D[1]=0x0C}, iShape=0
10, 23, 53, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 48, 
10, 23, 54, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
10, 23, 54, 房间01, 密码, 00040030, 00, 00, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=-1[1]=1[2]=0[3]=0[4]=0[5]=0
10, 23, 55, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 23, 56, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 23, 57, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 23, 58, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 23, 59, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 24, 00, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
10, 24, 01, 房间00, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
10, 24, 01, 房间00, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x0A[1]=0x06[2]=0x22}, byUpCard{[0]=0x2C[1]=0x01}, iShape=2
10, 24, 01, 房间00, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
10, 24, 01, 房间00, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x12[1]=0x17[2]=0x38}, byUpCard{[0]=0x1C[1]=0x1D}, iShape=1
10, 24, 02, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
